ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status		
DIP-1208N|refseq:NP_015164|uniprotkb:P39011	DIP-755N|refseq:NP_012981|uniprotkb:Q00246	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)	-	pubmed:11489916|pubmed:DIP-1223S|pubmed:10688190|pubmed:DIP-513S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-1748E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-1570N|refseq:NP_116666|uniprotkb:P43594	DIP-130N|refseq:NP_014286|uniprotkb:P28000	 -	-	-	-	MI:0018(two hybrid)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:10688190|pubmed:DIP-513S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-1754E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-1588N|refseq:NP_009770|uniprotkb:P38313	DIP-1587N|refseq:NP_010682|uniprotkb:P33298	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)	-	pubmed:10688190|pubmed:DIP-513S|pubmed:11595789|pubmed:DIP-1542S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-1770E	dip-quality-status:core	dip:0005(high throughput)|dip:0002(small scale)		-
DIP-1587N|refseq:NP_010682|uniprotkb:P33298	DIP-1591N|refseq:NP_011748|uniprotkb:P50086	 -	-	-	-	MI:0018(two hybrid)|MI:0398(two hybrid pooling approach)|MI:0398(two hybrid pooling approach)|MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology)	-	pubmed:10688190|pubmed:DIP-513S|pubmed:11283351|pubmed:DIP-1102S|pubmed:11283351|pubmed:DIP-1102S|pubmed:11805837|pubmed:DIP-1767S|pubmed:24013205|pubmed:DIP-16360S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-1774E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0004(small scale)		-
DIP-1595N|refseq:NP_009539|uniprotkb:P32786	DIP-1594N|refseq:NP_012509|uniprotkb:P40992	 -	-	-	-	MI:0018(two hybrid)|MI:0019(coimmunoprecipitation)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)	-	pubmed:8887672|pubmed:DIP-957S|pubmed:7958901|pubmed:DIP-958S|pubmed:10688190|pubmed:DIP-513S|pubmed:8702872|pubmed:DIP-959S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-1776E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)|dip:0002(small scale)		-
DIP-1482N|refseq:NP_011025|uniprotkb:P38620	DIP-1532N|refseq:NP_014580|uniprotkb:Q12265	 -	-	-	-	MI:0398(two hybrid pooling approach)|MI:0398(two hybrid pooling approach)|MI:0018(two hybrid)	-	pubmed:11283351|pubmed:DIP-1102S|pubmed:11283351|pubmed:DIP-1102S|pubmed:10688190|pubmed:DIP-513S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)|MI:0218(physical interaction)	MI:0465(dip)	DIP-1713E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-1540N|refseq:NP_010356|uniprotkb:Q12447	DIP-1539N|refseq:NP_011013|uniprotkb:P39966	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0018(two hybrid)	-	pubmed:17892321|pubmed:DIP-4618S|pubmed:10688190|pubmed:DIP-513S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0218(physical interaction)	MI:0465(dip)	DIP-1725E	dip-quality-status:core	dip:0002(small scale)|dip:0005(high throughput)		-
DIP-1546N|refseq:NP_015013|uniprotkb:P48581	DIP-1432N|refseq:NP_013391|uniprotkb:Q02574	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0019(coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11356855|pubmed:DIP-1233S|pubmed:9891048|pubmed:DIP-692S|pubmed:10688190|pubmed:DIP-513S|pubmed:9891048|pubmed:DIP-692S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-1732E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)|dip:0002(small scale)|dip:0005(high throughput)		-
DIP-1548N|refseq:NP_010877|uniprotkb:P32628	DIP-1547N|refseq:NP_011089|uniprotkb:P14736	 -	-	-	-	MI:0114(x-ray crystallography)|MI:0019(coimmunoprecipitation)|MI:0096(pull down)|MI:0096(pull down)|MI:0226(ion exchange chromatography)|MI:0071(molecular sieving)|MI:0018(two hybrid)|MI:0676(tandem affinity purification)	-	pubmed:17882165|pubmed:DIP-15961S|pubmed:11259433|pubmed:DIP-1199S|pubmed:9490418|pubmed:DIP-17515S|pubmed:17882165|pubmed:DIP-15961S|pubmed:17882165|pubmed:DIP-15961S|pubmed:17882165|pubmed:DIP-15961S|pubmed:10688190|pubmed:DIP-513S|pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-1733E	dip-quality-status:core	dip:0004(small scale)|dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-195N|refseq:NP_011021|uniprotkb:P25454	DIP-1554N|refseq:NP_010361|uniprotkb:P38953	 -	-	-	-	MI:0398(two hybrid pooling approach)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)	-	pubmed:11283351|pubmed:DIP-1102S|pubmed:7624345|pubmed:DIP-984S|pubmed:10688190|pubmed:DIP-513S|pubmed:7651402|pubmed:DIP-988S|pubmed:22020281|pubmed:DIP-15186S|pubmed:22020281|pubmed:DIP-15186S|pubmed:22020281|pubmed:DIP-15186S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-1740E	dip-quality-status:core	dip:0005(high throughput)|dip:0002(small scale)|dip:0005(high throughput)|dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-1233N|refseq:NP_012906|uniprotkb:P29703	DIP-1556N|refseq:NP_010193|uniprotkb:P22007	 -	-	-	-	MI:0018(two hybrid)|MI:0676(tandem affinity purification)	-	pubmed:10688190|pubmed:DIP-513S|pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-1742E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-1558N|refseq:NP_013214|uniprotkb:P32485	DIP-1557N|refseq:NP_011357|uniprotkb:P38622	 -	-	-	-	MI:0018(two hybrid)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:10688190|pubmed:DIP-513S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-1743E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-1567N|refseq:NP_012627|uniprotkb:P21190	DIP-1566N|refseq:NP_013859|uniprotkb:P38615	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0398(two hybrid pooling approach)	-	pubmed:10688190|pubmed:DIP-513S|pubmed:8628320|pubmed:DIP-646S|pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-1750E	dip-quality-status:core	dip:0005(high throughput)|dip:0002(small scale)|dip:0005(high throughput)		-
DIP-1580N|refseq:NP_010464|uniprotkb:Q03981	DIP-1578N|refseq:NP_010134|uniprotkb:Q12250	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)	-	pubmed:11595789|pubmed:DIP-1542S|pubmed:10688190|pubmed:DIP-513S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-1761E	dip-quality-status:core	dip:0002(small scale)|dip:0005(high throughput)		-
DIP-1583N|refseq:NP_010202|uniprotkb:P05318	DIP-1582N|refseq:NP_013444|uniprotkb:P05317	 -	-	-	-	MI:0018(two hybrid)|MI:0398(two hybrid pooling approach)	-	pubmed:10688190|pubmed:DIP-513S|pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-1763E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-1288N|refseq:NP_014492|uniprotkb:Q12517	DIP-1389N|refseq:NP_013366|uniprotkb:P0C0X0	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)	-	pubmed:10655498|pubmed:DIP-514S|pubmed:10688190|pubmed:DIP-513S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-1766E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-1587N|refseq:NP_010682|uniprotkb:P33298	DIP-1587N|refseq:NP_010682|uniprotkb:P33298	-	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)	-	pubmed:11742986|pubmed:DIP-1753S|pubmed:10688190|pubmed:DIP-513S|pubmed:11595789|pubmed:DIP-1542S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-1771E	dip-quality-status:core	dip:0002(small scale)|dip:0005(high throughput)|dip:0002(small scale)		-
DIP-1590N|refseq:NP_014760|uniprotkb:P33297	DIP-1587N|refseq:NP_010682|uniprotkb:P33298	 -	-	-	-	MI:0398(two hybrid pooling approach)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11283351|pubmed:DIP-1102S|pubmed:11742986|pubmed:DIP-1753S|pubmed:11595789|pubmed:DIP-1542S|pubmed:10688190|pubmed:DIP-513S|pubmed:24013205|pubmed:DIP-16360S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-1773E	dip-quality-status:core	dip:0005(high throughput)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)|dip:0004(small scale)|dip:0005(high throughput)		-
DIP-1592N|refseq:NP_009528|uniprotkb:P38204	DIP-1596N|refseq:NP_013997|uniprotkb:P53437	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)	-	pubmed:10688190|pubmed:DIP-513S|pubmed:10688190|pubmed:DIP-513S|pubmed:10688190|pubmed:DIP-513S|pubmed:9632758|pubmed:DIP-955S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-1777E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0002(small scale)		-
DIP-770N|refseq:NP_010676|uniprotkb:P39743	DIP-1601N|refseq:NP_009935|uniprotkb:P25343	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0398(two hybrid pooling approach)|MI:0018(two hybrid)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11489916|pubmed:DIP-1223S|pubmed:10688190|pubmed:DIP-513S|pubmed:10688190|pubmed:DIP-513S|pubmed:10992286|pubmed:DIP-1052S|pubmed:11283351|pubmed:DIP-1102S|pubmed:10688190|pubmed:DIP-513S|pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-1780E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0002(small scale)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-1236N|refseq:NP_010615|uniprotkb:P52286	DIP-1626N|refseq:NP_012623|uniprotkb:P24814	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0019(coimmunoprecipitation)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0018(two hybrid)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:9491072|pubmed:DIP-1511S|pubmed:9312022|pubmed:DIP-744S|pubmed:9312022|pubmed:DIP-744S|pubmed:14747994|pubmed:DIP-4052S|pubmed:10688190|pubmed:DIP-513S|pubmed:11283612|pubmed:DIP-1815S|pubmed:9346238|pubmed:DIP-1845S|pubmed:10213692|pubmed:DIP-743S|pubmed:10213692|pubmed:DIP-743S|pubmed:9346238|pubmed:DIP-1845S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-1810E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)		-
DIP-1236N|refseq:NP_010615|uniprotkb:P52286	DIP-1628N|refseq:NP_014700|uniprotkb:Q08446	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0018(two hybrid)|MI:0398(two hybrid pooling approach)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:15340069|pubmed:DIP-4056S|pubmed:10445024|pubmed:DIP-623S|pubmed:10445024|pubmed:DIP-623S|pubmed:10445024|pubmed:DIP-623S|pubmed:10688190|pubmed:DIP-513S|pubmed:11283351|pubmed:DIP-1102S|pubmed:15340069|pubmed:DIP-4056S|pubmed:10445024|pubmed:DIP-623S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-1813E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)		-
DIP-1236N|refseq:NP_010615|uniprotkb:P52286	DIP-1629N|refseq:NP_013198|uniprotkb:Q12347	 -	-	-	-	MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0019(coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:10688190|pubmed:DIP-513S|pubmed:14747994|pubmed:DIP-4052S|pubmed:11283612|pubmed:DIP-1815S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-1814E	dip-quality-status:core	dip:0005(high throughput)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)		-
DIP-1236N|refseq:NP_010615|uniprotkb:P52286	DIP-1630N|refseq:NP_013325|uniprotkb:Q05947	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)	-	pubmed:14747994|pubmed:DIP-4052S|pubmed:10688190|pubmed:DIP-513S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-1815E	dip-quality-status:core	dip:0002(small scale)|dip:0005(high throughput)		-
DIP-1236N|refseq:NP_010615|uniprotkb:P52286	DIP-1239N|refseq:NP_013472|uniprotkb:Q05930	 -	-	-	-	MI:0018(two hybrid)|MI:0004(affinity chromatography technology)	-	pubmed:10688190|pubmed:DIP-513S|pubmed:14747994|pubmed:DIP-4052S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-1817E	dip-quality-status:core	dip:0005(high throughput)|dip:0002(small scale)		-
DIP-1633N|refseq:NP_014802|uniprotkb:Q12330	DIP-1634N|refseq:NP_015508|uniprotkb:P54999	 -	-	-	-	MI:0018(two hybrid)|MI:0398(two hybrid pooling approach)	-	pubmed:10688190|pubmed:DIP-513S|pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-1819E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-1637N|refseq:NP_116624|uniprotkb:P43568	DIP-1636N|refseq:NP_015379|uniprotkb:P41808	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:10688190|pubmed:DIP-513S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)	MI:0465(dip)	DIP-1821E	dip-quality-status:core	dip:0005(high throughput)		-
DIP-1634N|refseq:NP_015508|uniprotkb:P54999	DIP-1421N|refseq:NP_013377|uniprotkb:Q06217	 -	-	-	-	MI:0398(two hybrid pooling approach)|MI:0018(two hybrid)	-	pubmed:11283351|pubmed:DIP-1102S|pubmed:10688190|pubmed:DIP-513S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0218(physical interaction)	MI:0465(dip)	DIP-1823E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-592N|refseq:NP_011400|uniprotkb:P12904	DIP-865N|refseq:NP_011307|uniprotkb:P34164	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0398(two hybrid pooling approach)|MI:0004(affinity chromatography technology)|MI:0018(two hybrid)|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:10688190|pubmed:DIP-513S|pubmed:10688190|pubmed:DIP-513S|pubmed:10688190|pubmed:DIP-513S|pubmed:11283351|pubmed:DIP-1102S|pubmed:9121458|pubmed:DIP-723S|pubmed:9121458|pubmed:DIP-723S|pubmed:17851534|pubmed:DIP-15963S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-1806E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0002(small scale)|dip:0002(small scale)|dip:0004(small scale)|dip:0005(high throughput)		-
DIP-1236N|refseq:NP_010615|uniprotkb:P52286	DIP-1625N|refseq:NP_116585|uniprotkb:P07834	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:10688190|pubmed:DIP-513S|pubmed:10688190|pubmed:DIP-513S|pubmed:14747994|pubmed:DIP-4052S|pubmed:10213692|pubmed:DIP-743S|pubmed:10445024|pubmed:DIP-623S|pubmed:9346239|pubmed:DIP-4055S|pubmed:11805837|pubmed:DIP-1767S|pubmed:8706131|pubmed:DIP-625S|pubmed:9346238|pubmed:DIP-1845S|pubmed:9346238|pubmed:DIP-1845S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-1808E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)		-
